timestamp,satellites,hdop,vibration_x,drift,gps_trust_score,scenario
1763795732.115843,16,1.2691776541696576,0.07524927264026128,0.0,0.9552967032516206,Normal
1763795732.1158807,14,1.434733941435782,0.2862788814221172,0.0,0.8566565421546539,Normal
1763795732.1159027,13,1.3897166770748428,0.12271512572831168,0.0,0.9376762110357878,Normal
1763795732.1159241,15,1.3509816022631225,0.1014866630280504,0.0,0.8791104322151269,Normal
1763795732.1159444,17,1.0561250268628048,0.059901478115755837,0.0,0.8687368914426096,Normal
1763795732.1159644,17,1.0649172204681063,0.29685409553691544,0.0,0.9613173367973242,Normal
1763795732.115984,15,1.4277219214817216,0.3196849764204598,0.0,0.9943956793759265,Normal
1763795732.116003,14,0.9011163868313714,0.09667889772762098,0.0,0.9262032633084573,Normal
1763795732.1160226,16,0.815674175157968,0.2326712845154446,0.0,0.9926479641476639,Normal
1763795732.116042,13,1.3567926239126948,0.21015731271014898,0.0,0.8782629637875041,Normal
1763795732.1160614,13,1.3468980879032322,0.2887459949348158,0.0,0.9968877007121169,Normal
1763795732.1160812,14,1.3447910493089723,0.10599228300660121,0.0,0.9787114087978666,Normal
1763795732.116101,16,1.159619772196817,0.2264036015744218,0.0,0.9465044667363728,Normal
1763795732.1161203,14,1.1657032353090204,0.22030969159712804,0.0,0.9827082106550787,Normal
1763795732.11614,16,1.2761749880945705,0.23257972252293496,0.0,0.8793030265401762,Normal
1763795732.116159,14,0.6323975008586453,0.1335765752707258,0.0,0.8860521465640971,Normal
1763795732.1161785,17,1.2176304433185265,0.2132497784438961,0.0,0.9677450231334555,Normal
1763795732.1161976,17,1.3754361989091288,0.08294870171739216,0.0,0.9222351439213791,Normal
1763795732.1162171,14,0.7794449337247238,0.10380961550975051,0.0,0.8545763605769444,Normal
1763795732.1162364,14,1.073024731678574,0.10770051170181985,0.0,0.9711242215922533,Normal
1763795732.1162562,14,0.8288397124732945,0.0919731449835797,0.0,0.9368681214307311,Normal
1763795732.1162758,14,1.0427187783777514,0.07740881572963305,0.0,0.9287405153694063,Normal
1763795732.116295,14,1.4250496219148772,0.17271251505067714,0.0,0.9357593705377512,Normal
1763795732.1163146,16,0.6605103722979705,0.14105531697728535,0.0,0.9141856878575351,Normal
1763795732.1163347,16,0.6501597277101208,0.31318146186340623,0.0,0.9260711487757612,Normal
1763795732.1163545,15,1.4850685262238734,0.24639993766365687,0.0,0.9609870617266626,Normal
1763795732.116374,16,0.9641368713174843,0.21779185331213868,0.0,0.9838076221211047,Normal
1763795732.1163936,14,1.496536590079331,0.14043869156357192,0.0,0.8692892484089945,Normal
1763795732.1164188,14,0.721788123620261,0.06375645208913291,0.0,0.8581586828266129,Normal
