99Å=-©Õ’5)ˇ$GNGGA,173244.000,3238.3134,N,07501.3337,E,1,12,1.8,522.6,M,0.0,M,,*74
$GNGGA,173245.000,3238.3134,N,07501.3336,E,1,12,1.8,522.6,M,0.0,M,,*74
$GNGGA,173246.000,3238.3134,N,07501.3336,E,1,12,1.8,522.6,M,0.0,M,,*77
$GNGGA,173247.000,3238.3134,N,07501.3335,E,1,12,1.8,522.6,M,0.0,M,,*75
$GNGGA,173248.000,3238.3134,N,07501.3334,E,1,12,1.8,522.6,M,0.0,M,,*7B
$GNGGA,173249.000,3238.3134,N,07501.3334,E,1,12,1.8,522.6,M,0.0,M,,*7A
$GNGGA,173250.000,3238.3134,N,07501.3333,E,1,12,1.8,522.5,M,0.0,M,,*76
$GNGGA,173251.000,3238.3134,N,07501.3332,E,1,12,1.8,522.4,M,0.0,M,,*77
$GNGGA,173252.000,3238.3134,N,07501.3331,E,1,12,1.8,522.3,M,0.0,M,,*70
$GNGGA,173253.000,3238.3134,N,07501.3331,E,1,12,1.8,522.3,M,0.0,M,,*71
$GNGGA,173254.000,3238.3135,N,07501.3330,E,1,12,1.8,522.2,M,0.0,M,,*77
$GNGGA,173255.000,3238.3135,N,07501.3329,E,1,12,1.8,522.1,M,0.0,M,,*7D
$GNGGA,173256.000,3238.3134,N,07501.3329,E,1,12,1.8,522.1,M,0.0,M,,*7F
$GNGGA,173257.000,3238.3134,N,07501.3329,E,1,12,1.8,522.1,M,0.0,M,,*7E
$GNGGA,173258.000,3238.3135,N,07501.3328,E,1,12,1.8,522.1,M,0.0,M,,*71
$GNGGA,173259.000,3238.3134,N,07501.3328,E,1,12,1.8,522.1,M,0.0,M,,*71
$GNGGA,173300.000,3238.3134,N,07501.3329,E,1,12,1.8,522.2,M,0.0,M,,*7E
$GNGGA,173301.000,3238.3134,N,07501.3329,E,1,12,1.8,522.2,M,0.0,M,,*7F
$GNGGA,173302.000,3238.3134,N,07501.3329,E,1,12,1.8,522.3,M,0.0,M,,*7D
$GNGGA,173303.000,3238.3134,N,07501.3329,E,1,12,1.8,522.3,M,0.0,M,,*7C
$GNGGA,173304.000,3238.3134,N,07501.3330,E,1,12,1.8,522.4,M,0.0,M,,*74
$GNGGA,173305.000,3238.3134,N,07501.3330,E,1,12,1.8,522.4,M,0.0,M,,*75
$GNGGA,173306.000,3238.3134,N,07501.3330,E,1,12,1.8,522.5,M,0.0,M,,*77
$GNGGA,173307.000,3238.3134,N,07501.3332,E,1,12,1.8,522.6,M,0.0,M,,*77
$GNGGA,173308.000,3238.3134,N,07501.3332,E,1,12,1.8,522.6,M,0.0,M,,*78
$GNGGA,173309.000,3238.3134,N,07501.3332,E,1,12,1.8,522.6,M,0.0,M,,*79
$GNGGA,173310.000,3238.3134,N,07501.3332,E,1,12,1.8,522.7,M,0.0,M,,*70
$GNGGA,173311.000,3238.3134,N,07501.3332,E,1,12,1.8,522.7,M,0.0,M,,*71
$GNGGA,173312.000,3238.3134,N,07501.3332,E,1,12,1.8,522.8,M,0.0,M,,*7D
$GNGGA,173313.000,3238.3134,N,07501.3332,E,1,12,1.8,522.8,M,0.0,M,,*7C
$GNGGA,173314.000,3238.3134,N,07501.3333,E,1,12,1.8,522.8,M,0.0,M,,*7A
$GNGGA,173315.000,3238.3134,N,07501.3333,E,1,12,1.8,522.9,M,0.0,M,,*7A
$GNGGA,173316.000,3238.3134,N,07501.3334,E,1,12,1.8,522.9,M,0.0,M,,*7E
$GNGGA,173317.000,3238.3134,N,07501.3336,E,1,12,1.8,523.1,M,0.0,M,,*74
$GNGGA,173318.000,3238.3134,N,07501.3337,E,1,12,1.8,523.2,M,0.0,M,,*79
$GNGGA,173319.000,3238.3134,N,07501.3337,E,1,12,1.8,523.2,M,0.0,M,,*78
$GNGGA,173320.000,3238.3134,N,07501.3338,E,1,12,1.8,523.2,M,0.0,M,,*7D
$GNGGA,173321.000,3238.3134,N,07501.3338,E,1,12,1.8,523.2,M,0.0,M,,*7C
$GNGGA,173322.000,3238.3134,N,07501.3338,E,1,12,1.8,523.2,M,0.0,M,,*7F
$GNGGA,173323.000,3238.3134,N,07501.3338,E,1,12,1.8,523.2,M,0.0,M,,*7E
$GNGGA,173324.000,3238.3134,N,07501.3339,E,1,12,1.8,523.2,M,0.0,M,,*78
$GNGGA,173325.000,3238.3134,N,07501.3339,E,1,12,1.8,523.2,M,0.0,M,,*79
$GNGGA,173326.000,3238.3134,N,07501.3340,E,1,12,1.8,523.2,M,0.0,M,,*74
$GNGGA,173327.000,3238.3134,N,07501.3341,E,1,12,1.8,523.3,M,0.0,M,,*75
$GNGGA,173328.000,3238.3134,N,07501.3341,E,1,12,1.8,523.3,M,0.0,M,,*7A
$GNGGA,173329.000,3238.3134,N,07501.3341,E,1,12,1.8,523.3,M,0.0,M,,*7B
$GNGGA,173330.000,3238.3134,N,07501.3342,E,1,12,1.8,523.3,M,0.0,M,,*70
$GNGGA,173331.000,3238.3134,N,07501.3342,E,1,12,1.8,523.3,M,0.0,M,,*71
$GNGGA,173332.000,3238.3134,N,07501.3343,E,1,12,1.8,523.3,M,0.0,M,,*73
$GNGGA,173333.000,3238.3134,N,07501.3343,E,1,12,1.8,523.4,M,0.0,M,,*75
$GNGGA,173334.000,3238.3134,N,07501.3343,E,1,12,1.8,523.4,M,0.0,M,,*72
$GNGGA,173335.000,3238.3134,N,07501.3343,E,1,12,1.8,523.4,M,0.0,M,,*73
$GNGGA,173336.000,3238.3134,N,07501.3344,E,1,12,1.8,523.4,M,0.0,M,,*77
$GNGGA,173337.000,3238.3134,N,07501.3344,E,1,12,1.8,523.5,M,0.0,M,,*77
$GNGGA,173338.000,3238.3134,N,07501.3344,E,1,12,1.8,523.5,M,0.0,M,,*78
$GNGGA,173339.000,3238.3134,N,07501.3345,E,1,12,1.8,523.5,M,0.0,M,,*78
$GNGGA,173340.000,3238.3135,N,07501.3345,E,1,12,1.8,523.5,M,0.0,M,,*77
$GNGGA,173341.000,3238.3135,N,07501.3
