sats,hdop,jump_m,alt_err,accel_vib,gyro_mag,trust
6,2.4695299456355935,2.561581113240269,5.387148189253601,0.008739349165834137,1.756614004496873,0.7587798717590776
12,2.4654642399032998,3.6074940238948168,5.5064537417178245,0.21282882780560092,114.3636057435184,0.7390915891700134
15,1.634639290292419,0.2674899716521567,5.049193289891999,0.02367694344161582,3.7748354261246,0.9906134150223447
10,3.923556770810284,28.662579469720345,15.799912738733575,0.0419311207078715,1.3257376331093729,0.34622654494819477
7,0.6860378290744128,1.057706584207233,0.6099897364919845,0.9058555120442933,57.13921282138283,0.6920465006947121
14,2.6737516987991485,79.9792363725908,34.09359093500396,0.003614231698705606,4.241532237123613,0.15837119645294184
13,4.967528277340739,4.35164326607943,5.6384054326126325,0.029566638249260993,0.10558190892990815,0.8771000980941263
14,1.9160973621485553,52.537467057089096,25.02295409547166,0.6118065407854996,52.45836681870189,0.39852693268431444
8,1.5351174617560672,0.18326363456567407,1.7862571829925462,0.03405158844879682,4.073503669947635,0.9251098665437046
12,3.053740526072549,0.22094860083563206,0.8859317969817008,0.04119574245435357,3.933833138143023,1.0
11,1.969175721216851,2.009013461617313,1.0741805451552078,0.03874054928778521,1.9059548805147208,0.9203871277821262
11,0.9275389038477331,53.32297815559588,23.352148553185902,0.018232450193739088,1.2603772091875016,0.24265294781155283
13,3.729494935874326,0.4068419938127599,3.1190948163728067,0.014051076547726927,3.8975690494359325,1.0
11,2.705430492526093,4.117592663405412,3.2461774680364357,0.028583500946233593,0.876986491248708,0.882305705417823
11,4.472972100786736,69.41547435416629,29.77918945911564,0.8734775404826141,182.15799695788849,0.10712034474408676
12,3.0753832979583566,4.473848341631641,3.2515932399677507,0.020191485379986402,2.234032769779877,0.9187632804396147
9,5.790847503479326,61.894076043525665,29.08308507292942,0.025280405786077983,3.057549765879734,0.009201367643415984
15,3.6307119603084472,3.141167703428151,4.5286615923174,0.032957168485868646,4.272651676585687,0.9403427846292692
14,3.1987805338543316,3.102812373169609,2.639947014752468,0.012092881680814172,2.308802989299868,1.0
15,5.831348223959371,70.83048502633076,33.32929921707298,0.0012557412261224644,4.592446888296634,0.034216168726247206
12,3.967853602442299,1.10100595558082,2.043674978079815,0.033001290850236564,1.6331758392289624,0.9517121376939645
14,3.193940183203094,0.08110522721038405,0.4060341004765825,0.005629902569651685,3.110994602510578,1.0
9,3.1117559552795337,0.0020940986894396607,1.4115515315180027,0.013824630146664097,1.1354451925920834,0.8945114314758514
6,2.0680505558434485,3.0811442312331,1.6097569638295222,0.0022337004677218607,1.996684207864588,0.8133086359114003
11,3.0196962956933664,1.5429649245652866,1.9019090820359144,0.024853461810607155,1.8900688432287542,0.9176201971251656
6,0.7599630162643293,2.269956673380533,5.480946563955762,0.872540614812022,154.95937801012303,0.5451679468216818
9,4.894595155358601,1.040237222939373,1.8311925187244902,1.3160174035945413,53.34467076972943,0.6105447674251789
8,5.1596924144435325,2.6992114119097925,5.071899613122977,1.3063596714010914,141.1906882068933,0.46415516690051084
9,5.098380561805574,3.265994279293868,3.1467690806759894,0.026795844955960962,2.684446438748881,0.7880074875236281
8,2.537396880171069,1.6481131155650859,4.038268743237601,1.3923072676003418,162.403489571829,0.6229265690506712
8,5.83065001648326,2.6081254796395976,4.189094753382575,0.0033606199542889517,4.576594011904619,0.7675661964252508
5,3.0527055851527343,4.865948654349059,6.756223085118622,0.028793235646552697,2.691263654409622,0.7240191920027241
14,2.9956336425119887,4.441900348728808,6.625220008320399,0.042508280437205614,0.1934877069673252,0.9018686323603102
8,5.006083561965086,0.6605299777613932,1.2950354550107732,0.0308167393533664,1.5076367655055312,0.8747781534362479
15,3.180935616303016,3.6005998151032315,3.089527413542948,0.024129090436353945,3.1902393204978874,0.9646412679195335
8,2.61829739187263,48.847237669048724,22.156154035779377,0.04405114325912882,0.5993727658147313,0.2103401663824836
13,5.35823203833937,0.3425303118245393,0.9945002180964136,0.7601588418620955,82.15033919004847,0.6939648195206854
7,5.332133901650977,38.83176634832607,18.84756475272562,0.9755528623361607,184.98554818613573,0.2768547284070885
6,5.561812239404428,1.470750265449023,0.6945870706924704,0.036150488553931784,3.3697684295068564,0.6941639559998571
15,2.577347148605692,1.6986007287427314,2.815016188722985,0.03642449759056211,0.626942747631366,1.0
5,1.8212207822655393,0.090898023702502,0.26775268845036304,0.033838123566333304,3.128704922375168,0.8652696283471955
10,1.6564446281466139,29.558648587855608,13.385951398207535,1.3446387154470207,76.23184081467312,0.49475608903510343
6,2.832135487036554,3.5385737047911716,6.365904080747291,1.2495973150747695,197.337924202321,0.5206292718865061
5,2.3587463456805327,4.24311420426117,3.0632668880212606,0.04918786985245515,4.791205804000455,0.7404495744641441
14,1.1606963615939656,3.7917377758672624,2.695418137649942,0.005425392829148024,2.9230618960513075,1.0
12,0.9100770996892519,62.83355860723011,27.179467598284003,1.2771527198256756,110.66261396030522,0.3586631425953876
5,1.4221415648944054,2.5012094751880025,3.2131020182998897,1.2789037726501513,112.6123529136071,0.5686999151086677
15,2.6126531001480315,0.5111969750749418,0.5937336791253296,0.04215650804652954,4.436656555770825,0.9865043358460424
10,1.497117200123784,4.091715690128578,4.090613321618157,0.012534490550958628,0.9856493037505459,0.9458192275016755
11,4.108418565019408,22.882712913117246,10.44735998367925,0.9846676787119684,177.66640686181142,0.48070903179223046
6,1.4722353844145206,1.7448742829001311,5.314965127350057,1.3498990812260767,151.2772108395871,0.5971816354258733
6,3.763859697772341,2.646941097095161,3.3973081469308353,1.1346842492808182,95.61644884637633,0.4589252693122754
5,4.744379043369231,3.8014534418530137,5.238417692735345,0.31148584283502223,91.95059946141336,0.47355592668415936
10,2.464670432063348,4.020627274857266,3.6674303530737715,0.7574070061311331,94.43611917888765,0.7227033937208761
12,0.9203990713536073,2.5039772762278916,4.554998617963545,1.1088952338286984,42.64060436074505,0.8196384509206742
12,3.364595894029169,1.9963041108991457,1.9292110603625285,0.03286603274362899,2.7920927958816586,0.9832267052296537
